Organization,Address,Reviewer,Review Title,Review,Review Count,Helpful Count,Restaurant Count,Location,Rating Date,Rating
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,dilligaf53,Great food and a good atmosphere!,Come with friends and share a pizza - the portions are quite generous! Recommend reserving a table or coming early if you need 4+ seats.,214,190,70,Newtown  Sydney,January 10  2015,4
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,Dash T,Good outside garden rubbish service,Went here today & have to say they have a great beer garden for the summer. Service is very bad though. Staff don't say a thing when you order drinks  & nothing when you tip and look like they would rather be somewhere else (blonde girl in particular) Not rushing back  which is a shame as there is... read more,56,21,36,Bondi  Australia,November 9  2014,2
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,dojies,Great sun session,Went there as a group for lunch on Sunday  good prices  good food and polite staff  what more could you ask for. You could tell the locals love it but plenty of room and nice place  will be back for sure!,173,96,71,Coogee  Randwick,December 4  2014,4
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,BrookAquatics,Is there something wrong with me?,Is there something wrong with me? We went to the Clovelly Hotel for lunch on Sunday. A group of 6 oldies  for a good feed and a natter. This venue came out tops. I have never been there before but was told that it was a pleasant place. We were probably the oldest in the restaurant but that is OK...   More,12,14,5,Coogee  Randwick,November 16  2014,4
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,No1surferBronte,Great Fun!,This hotel has an awesome outdoor beer and dining garden that has beautiful ocean views whilst still being protected from weather extremes. Lots of young people enjoying themselves  but us oldies were made to feel just as welcome. Menu choices were excellent  and offered small and large meal options  with matching prices. The unisex bathrooms may be a little off-putting...   More,2,0,0,Coogee  Randwick,November 15  2014,5
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,Bozman82,Good outside garden rubbish service,Went here today & have to say they have a great beer garden for the summer. Service is very bad though. Staff don't say a thing when you order drinks  & nothing when you tip and look like they would rather be somewhere else (blonde girl in particular) Not rushing back  which is a shame as there is potential. Maybe...   More,9,9,9,Rozelle  Sydney,November 9  2014,2
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,ste323,Dangerously Expensive!!,Being the only pub in the area you could forgive them for trying to make another dollar out of you. But they are obviously trying to take every dollar from you. The most awful service imaginable... Worst than what you might expect at Ikea!! And on the Price vs. Quality spectrum... Ohh my aren't they are off the charts! Most...   More,1,3,0,Sydney  New South Wales,October 11  2014,1
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,Tom B,Bad bad bad service,Having never been here before i heard it was a nice venue. With a booking for dinner for a friends birthday in a group of around 15 people. I ordered food in a line up to the ordering counter for my partner and I. After all of my friends had eaten  my food had not arrived. It was a $24...   More,1,4,0,Sydney  New South Wales,September 17  2014,1
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,Tony P,Don't get to dressed up,Parked my car in front of the Clovelly Hotel at about 7:30 on a Saturday night  went to walk in and I was confronted with a juiced up (steroid user) bouncer telling me I'm barred from the pub. I was wearing a suit with no tie  I just finished work. I told the bouncer in a polite way that I...   More,11,7,4,Sydney  New South Wales,August 26  2014,1
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,JoffyandLozzy B,Wouldn't recommend to my worst enemy !,Stayed in the accommodation. Wouldn't recommend to my worst enemy! Stayed for 4 nights in July. Had to sleep with my clothes on and also my coat on for the last night. No heat + toilet window stuck with 2/3 inches open. No hot water from toilet area sink. No bedside lamp. No TV. No heat. No AC. No breakfast...   More,10,16,6,Stanmore  Sydney,July 30  2014,1
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,KENNY P,Nothing nice about this place!,Terrible music  terrible food  very rude unfriendly bouncers and bar staff. Far nicer places to go in Clovelly. I would give this one a miss if possible!! I will never be returning that's for sure!,36,21,19,Newtown  Sydney,June 22  2014,1
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,E T,Nice place for lunch on the Bondi-Coogee walk,We arrived at exactly the right point in our coastal walk from Bondi. The pub has a spacious layout with a lot of room to spread out  with both indoor and outdoor seating. It was comfortable and lively atmosphere (large sports screens in all venues). Food was good. On a moderately busy weekend... read more,148,66,76,London  United Kingdom,January 11  2014,3
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,Robert C,Nice place for lunch on the Bondi-Coogee walk,We arrived at exactly the right point in our coastal walk from Bondi. The pub has a spacious layout with a lot of room to spread out  with both indoor and outdoor seating. It was comfortable and lively atmosphere (large sports screens in all venues). Food was good. On a moderately busy weekend lunch the long lines to order lunch...   More,247,101,137,Coogee  Randwick,January 11  2014,3
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,Bvmorse,Iconic Aussie pub near the beach,After an emotional family funeral experience at the nearby Waverly Cemetery we needed cheering up with some wholesome food and a few drinks  and the Clovelly pub filled the bill admirably. It was a breezy day so we repaired to the restaurant area which was ideal being both quiet  and comfortable  whereas many of the Friday lunchtime crowd were enjoying...   More,5,5,0,Coogee  Randwick,October 24  2013,4
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,LOu1963_11,Nice Aussie bar & pub,Maybe it's a bit large to call it a pub  and I would agree w other reviews its not a 5-star establishment - but you know that when you go in. Can't beat the location  great stop coming off the beach  and I've always found the staff to be friendly and fast. Try the fish & chips  some of the...   More,18,13,8,Coogee  Randwick,May 30  2013,4
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,hotranga,Check the special deals of the day,The Clovelly Hotel has been a main stay of locals for years. They have done a big renovation  and it looks great! The beer garden has never looked better  and they have clearly spent big bucks. The dining room lacks ambiance though  so I'd suggest eating out doors. I've eaten there a few times since the reno's and I think...   More,101,38,74,Rozelle  Sydney,March 4  2013,3
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,Mark-Kristie,Great for Lunch,I thoroughly enjoyed the time I had here for lunch with my daughter and sister. The steaks were cooked to perfection. I have to say I've been coming to the Clovelly Pub for 20 years - it's a regular when I visit my sister who lives close by - and I have NEVER had a bad meal. It's great pub...   More,92,45,36,Sydney  New South Wales,March 2  2013,4
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,Bennyandthejet,Great food albeit not cheap pub food,We had an early dinner on a Saturday night and really enjoyed both the food and atmosphere. I am quite shocked reading the reviews summarised on the RHS of the screen as I write this. While busy we did not wait long for our meals and when they came I thought they were great for pub meals. Good size  good...   More,1,0,0,Sydney  New South Wales,January 25  2013,4
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,g_to_the_bo,Food is extremely average,Went for lunch on a Sunday  firstly went to get a beer and the barman was extremely rude who didn't want to be there and the beer is way overpriced. There was 6 of us for lunch and 4 of the meals were well below par  they twice undercooked a chicken schnitzel and the rest of the meals were just...   More,177,92,97,Sydney  New South Wales,January 20  2013,2
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,Alexcobes,Average food in a great location,The Cloey used to serve a much less pretentious menu with great quality food - but thats all changed. I used to visit this hotel on a fortnightly basis for dinner with friends  but rarely go there now.. its a shame as Clovelly is such a lovely spot. The renovations are nice but its driven up the costs of the...   More,15,3,12,Stanmore  Sydney,January 13  2013,3
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,ArnoldSydney,Sorry your food is poorly served.,Arrived at 11 10 am 6th Jan 2013  looking forward to lunch..not served until 12 which was fair enough but feeling famished after an early start walking the walk to Bondi and back plus playing in the sea with the kids I would have eaten most things...as an add on we were the only 4 in at the time. I...   More,8,19,0,Newtown  Sydney,January 6  2013,2
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,Peter929,Great steak  lousy fish,Had a fantastic $12 Sirloin which covered half my plate; but the missus fish'n'chips were a littly doughy on the batter  just not cooked enough. Wine-List could do with a bit of energy too; not even a Moscato of sorts! Having been recently renovated and opened  maybe these are just opening blues... read more,2,2,0,Adelaide  Australia,October 29  2012,3
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,Greville,absolutely shithouse,CCould not of hated this place more  after a nice swim in the bay head to this hotel to be served by blantly rude bar staff  get a warm beer that tasted foul and get an overpriced shifty grilled chicken burger that was sloppy and small with a side of like four fries . Will be telling everyone to steer...   More,107,46,59,Coogee  Randwick,December 7  2012,1
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,KenGAtOz,Great steak  lousy fish,Had a fantastic $12 Sirloin which covered half my plate; but the missus fish'n'chips were a littly doughy on the batter  just not cooked enough. Wine-List could do with a bit of energy too; not even a Moscato of sorts! Having been recently renovated and opened  maybe these are just opening blues; will give it another chance.,96,59,49,Coogee  Randwick,October 29  2012,3
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,Sarah M,Renovated and huge,Large restaurant and bars in which you can eat at middle of the road prices. Usual pub fare at usual pub quality (clean  fresh but just not in the league of a four star restaurant) means that you should not expect to be delighted but you will not go away hungry and you probably won't be complaining.,3,2,0,Coogee  Randwick,October 24  2012,3
Clovelly Hotel,381 Clovelly Road | Clovelly Sydney New South Wales Australia,margaret b,Noisy  Long Delays and a total change,I attended the resturant over the weekend with my family and left extremely dissappointed and appalled. The resturant was far to noisy as the music from the bar next door was too loud and we could hardley speak throughout dinner. Our meals took too long to be prepared which i could not understand as our order was not complicated and...   More,38,17,8,Rozelle  Sydney,September 24  2012,2
Indochine,St James Arcade Sydney New South Wales 2000 Australia,James R,Have to be joking,Don't mind paying $ 17 for a bowl of chicken soup  though quality has gone down over the past few months  but $9 for a pot of tea is ridiculous! Nice ambience and service won't be rushing back.,2,0,0,Sydney  New South Wales,14 July 2015,3
Indochine,St James Arcade Sydney New South Wales 2000 Australia,Johnnyblueb,Inedible,A menu reminiscent of a Chinese restaurant in a 1970s country town. Flavourless  slimy stodge. Try the Chinese on Hunter St instead.,139,77,75,Drummoyne  Sydney,24 December 2015,1
Indochine,St James Arcade Sydney New South Wales 2000 Australia,pja47,Have to be joking,Don't mind paying $ 17 for a bowl of chicken soup  though quality has gone down over the past few months  but $9 for a pot of tea is ridiculous! Nice ambience and service won't be rushing back.,61,38,35,Sydney  New South Wales,14 July 2015,3
Indochine,St James Arcade Sydney New South Wales 2000 Australia,Phil702,Great lunch spot,Friendly service  nice ambiance  really good flavours. Priced a little higher than some similar restaurants  but the ambiance and the quality of the food make it worth the extra. Represents good value. Visited twice during our stay in Sydney and enjoyed it equally both times. The seafood laksa was excellent and their salads are really fresh  crisp and flavoursome.,14,16,11,Newtown  Sydney,22 September 2014,4
Indochine,St James Arcade Sydney New South Wales 2000 Australia,Johnnyblueb,Changed management - dont bother,Indochine used to be one of my favourite restaurants for lunch in Sydney city  but no longer as management has changed hands. The service has gone downhill as has the food. Wouldn't even allow you to split a bill. I have gone back twice in the last few months as I wanted to give them another go after a bad...   More,139,77,75,Sydney  New South Wales,21 November 2013,1
Indochine,St James Arcade Sydney New South Wales 2000 Australia,187147Rob,Superb,Had a beautiful lunch at Indochine today. Salt & pepper soft-shell crab and a delicious pork & prawn soup with noodles. Service friendly and reasonably priced. Strongly recommended.,54,41,29,Stanmore  Sydney,21 February 2013,5
Chaska Restaurant,Military Road Neutral Bay Sydney New South Wales Australia,gia p,Bad,Order take away non vegetarian was so bad. There was about 4 small pieces of chicken served with roti/rice and raita. No point charging so cheap at $7 ++ when there's no value for the meal. Please charge more at least we will know what we are eating not some bits of poultry!,11,6,11,Sydney  New South Wales,22 June 2014,1
Chaska Restaurant,Military Road Neutral Bay Sydney New South Wales Australia,TwitcherSydney_NSW,Bad,Order take away non vegetarian was so bad. There was about 4 small pieces of chicken served with roti/rice and raita. No point charging so cheap at $7 ++ when there's no value for the meal. Please charge more at least we will know what we are eating not some bits of poultry!,13,12,5,Sydney  New South Wales,22 June 2014,1
The Best Thai,62 Norton Street Leichhardt Sydney New South Wales Australia,MaddyAC,Absolute worst food and service,Ordered two laksa's and received a whole bunch a noodles and half a cup (literally) of liquid for my not so much "soup". Huge disappointment and to add the service when called after I received my food (an hour later) was to a rude lady telling me a laksa doesn't have that much liquid and I was the... read more,5,3,4,Sydney  Australia,9 April 2014,1
The Best Thai,62 Norton Street Leichhardt Sydney New South Wales Australia,Little_Stalky,Absolute worst food and service,Ordered two laksa's and received a whole bunch a noodles and half a cup (literally) of liquid for my not so much "soup". Huge disappointment and to add the service when called after I received my food (an hour later) was to a rude lady telling me a laksa doesn't have that much liquid and I was the wrong that...   More,101,61,75,Sydney  Australia,9 April 2014,1
Ampersand on Crown Cafe Bar Bookstore,413 Crown St | Surry Hills Sydney New South Wales 2010 Australia (Formerly Ampersand on Crown),Shelzybell,Location,The only reason to visit ampersand is its location! We live close by and have given it maybe 3 chances over the past few years and always left disappointed.. It's not bad bad but I'm not a good cook and each time I've felt I could have made the same if not better at home. There are so many great... read more,3,0,0,Sydney  Australia,2 January 2016,2
Ampersand on Crown Cafe Bar Bookstore,413 Crown St | Surry Hills Sydney New South Wales 2010 Australia (Formerly Ampersand on Crown),Sara H,Lovely lunch outside cafe' on Crown,I had a recommendation to have lunch at Ampersand on Crown. I took my daughter for a lunch date. It was in a great location  nice seating outside  where I wanted to be...in the sun. The service was prompt and friendly with a smile. I ordered the Quinoa Salad with a glass of Sauvignon Blanc. Excellent! My daughter ordered the...   More,10,8,0,Sydney  New South Wales,5 weeks ago,5
Ampersand on Crown Cafe Bar Bookstore,413 Crown St | Surry Hills Sydney New South Wales 2010 Australia (Formerly Ampersand on Crown),Peaches-n-Ginger,Very good overall experience,Really great food and service was excellent (not to mention the coffee was absolutely the best I had during my stay in Sydney). The food came quickly and the environment is great. Ampersand has a really great location and seems to be a good place for anything from family meals to taking a weekday study break in the upstairs dining...   More,27,4,14,Stanmore  Sydney,5 weeks ago,5
Ampersand on Crown Cafe Bar Bookstore,413 Crown St | Surry Hills Sydney New South Wales 2010 Australia (Formerly Ampersand on Crown),JuloSyd,So many better options...anywhere!,We had such poor service here and the coffee was barely lukewarm and one meal came out cold! We asked for a refund on that meal and we got it which was great but... There were 5 of us and two left and gave our money to our friends to pay and the manager/owner of the place raced after us...   More,36,9,29,Rozelle  Sydney,3 January 2016,1
Ampersand on Crown Cafe Bar Bookstore,413 Crown St | Surry Hills Sydney New South Wales 2010 Australia (Formerly Ampersand on Crown),Peter H,Location,The only reason to visit ampersand is its location! We live close by and have given it maybe 3 chances over the past few years and always left disappointed.. It's not bad bad but I'm not a good cook and each time I've felt I could have made the same if not better at home. There are so many great...   More,24,5,16,Sydney  New South Wales,2 January 2016,2
Ampersand on Crown Cafe Bar Bookstore,413 Crown St | Surry Hills Sydney New South Wales 2010 Australia (Formerly Ampersand on Crown),Charlotte M,A nothing breakfast,We were looking for a breakfast spot in Crown St on a Sunday and attended Ampersand on Crown Cafe. The coffee was cold  the service was very slow and food was tasteless  What more can I say  I wasted my money and should have kept walking.,13,6,8,Sydney  New South Wales,17 December 2015,1
Ampersand on Crown Cafe Bar Bookstore,413 Crown St | Surry Hills Sydney New South Wales 2010 Australia (Formerly Ampersand on Crown),Denise838,Could be better,The highlight of our breakfast here was that we were able to eat outside in the sunshine! We waited a long time for two full breakfasts which were quite dry and unappetizing. Such a shame. Could be wonderful!,44,8,23,Sydney  New South Wales,4 November 2015,2
Ampersand on Crown Cafe Bar Bookstore,413 Crown St | Surry Hills Sydney New South Wales 2010 Australia (Formerly Ampersand on Crown),joie v,Worst breakfast ever!,Waited 45 mins for bacon & eggs  mushroom not edible  coffee cold. Only good thing was the corn fritter breakfast & service was good.,13,1,11,Sydney  New South Wales,18 October 2015,1
Ampersand on Crown Cafe Bar Bookstore,413 Crown St | Surry Hills Sydney New South Wales 2010 Australia (Formerly Ampersand on Crown),Deekayoz,Too hot to trot,Ordered a takeaway soy flat white. Way too hot! When soy is overheated it curdles  which is not yum! Should be a barista 101 skill.,152,130,82,Sydney  New South Wales,16 October 2015,2
Ampersand on Crown Cafe Bar Bookstore,413 Crown St | Surry Hills Sydney New South Wales 2010 Australia (Formerly Ampersand on Crown),TillyLB,Ok for coffee and toast,I regularly come here with a friend but it's only for coffee and toast/muffin. Given the reviews  I'm glad I stuck with ordering just that. Sure  the breakfast other diners order look OK but there are much nicer places in the area that serve awesome brekkies. The coffee isn't bad but today thought I'd try hot chocolate  ordered extra hot....   More,26,5,19,Newtown  Sydney,18 July 2015,2
Ampersand on Crown Cafe Bar Bookstore,413 Crown St | Surry Hills Sydney New South Wales 2010 Australia (Formerly Ampersand on Crown),Mona B,Very average,First off  these guys were very very busy  so I won't hold it against them as the waiter on the floor and the barista were very apologetic guys. But the food was average at best. Eggs Benedict was disappointing. Iced tea was nice but overall just an average experience.,28,10,24,Sydney  New South Wales,January 14  2015,2
Ampersand on Crown Cafe Bar Bookstore,413 Crown St | Surry Hills Sydney New South Wales 2010 Australia (Formerly Ampersand on Crown),MattyMattD,Terrible service,Nice design  great location but unfortunately terrible service. They are so lucky to have really good location. I won't go there anymore,20,11,14,Stanmore  Sydney,June 26  2015,1
Ampersand on Crown Cafe Bar Bookstore,413 Crown St | Surry Hills Sydney New South Wales 2010 Australia (Formerly Ampersand on Crown),Tina H,All too hard service with cold meal and wrong order.,Won't be coming back. Was a regular but this mornings breakfast with my son was a total waste of time and money. Wrong order  cold meal  cold service. In a street full of cafe choices. Wake up and thanks for nothing.,11,6,11,Rozelle  Sydney,May 15  2015,1
Ampersand on Crown Cafe Bar Bookstore,413 Crown St | Surry Hills Sydney New South Wales 2010 Australia (Formerly Ampersand on Crown),emilyps5,Enjoyable,We sat outdoors on a sunny Saturday for coffee  cake  and juice  all of which were fine. Walking along Crown Street  we were drawn to the caf by its location  apparent popularity  and outdoor seating  plenty of happy-looking people bathed in the early-Autumn sun. Somewhat surprised now to read the damning reviews below.,7,7,5,Sydney  New South Wales,April 28  2015,4
Ampersand on Crown Cafe Bar Bookstore,413 Crown St | Surry Hills Sydney New South Wales 2010 Australia (Formerly Ampersand on Crown),thethirstyMDtraveler,What the f%#*?,Can you give no stars!? Absolutely terrible. Avoid at all cost. My partner and I ordered bacon and eggs (bacon  eggs  sourdough toast and roast tomato) and I wanted to substitute the tomato for a hash brown that were the same price on the menu. Nope  you can only add it on. Fine  that's cool. Our food arrived and it...   More,10,5,4,Sydney  New South Wales,March 20  2015,1
Ampersand on Crown Cafe Bar Bookstore,413 Crown St | Surry Hills Sydney New South Wales 2010 Australia (Formerly Ampersand on Crown),MCCRLJS,Ouch,We took our take away coffee in from another store with the intention to order a meal here. We sat at a table as the staff were busy. We were asked to leave because we hadn't ordered the Coffe from there. I explained we wanted to order food. It didn't matter they said this wasn't allowed. I didn't know people...   More,81,47,45,Sydney  New South Wales,February 27  2015,1
Ampersand on Crown Cafe Bar Bookstore,413 Crown St | Surry Hills Sydney New South Wales 2010 Australia (Formerly Ampersand on Crown),Amy H,Don't bother,So so terrible. service was so slow that we nearly left and I wished we had because the food was even worse and so overpriced. Keep walking down crown for far better options!!,43,36,23,Sydney  New South Wales,February 19  2015,1
Ampersand on Crown Cafe Bar Bookstore,413 Crown St | Surry Hills Sydney New South Wales 2010 Australia (Formerly Ampersand on Crown),Keira N,Popular for the location only.,The food here is pretty average and the service isn't great but its always busy because they have nice outdoor seating. Everything seems a bit hard for the waiter who seemed bothered by my simple requests. The corn fritters were all batter and the coffee very bitter. There are nicer places in Surry Hills.,21,23,15,Sydney  New South Wales,January 31  2015,3
Ampersand on Crown Cafe Bar Bookstore,413 Crown St | Surry Hills Sydney New South Wales 2010 Australia (Formerly Ampersand on Crown),Ascot_Flyer,Very average,First off  these guys were very very busy  so I won't hold it against them as the waiter on the floor and the barista were very apologetic guys. But the food was average at best. Eggs Benedict was disappointing. Iced tea was nice but overall just an average experience.,374,147,174,Newtown  Sydney,January 14  2015,2
Ampersand on Crown Cafe Bar Bookstore,413 Crown St | Surry Hills Sydney New South Wales 2010 Australia (Formerly Ampersand on Crown),PGerard,I wish I'd checked on Tripadvisor,I really wish we'd checked the reviews before eating here  we chose this cafe as it was one of the few with outdoor seating in the sun... Big mistake 1st we asked for a table.. and the server who seemed very hassled said they were very busy  and there would be a long wait for food... Very odd especially as...   More,9,10,4,,January 13  2015,2
Ampersand on Crown Cafe Bar Bookstore,413 Crown St | Surry Hills Sydney New South Wales 2010 Australia (Formerly Ampersand on Crown),Koray71,Sloooooooow,Very average food and the slowest service I've ever experienced. Give it a miss. Much better cafs around on Crown street,23,9,16,Sydney  Australia,January 4  2015,1
Ampersand on Crown Cafe Bar Bookstore,413 Crown St | Surry Hills Sydney New South Wales 2010 Australia (Formerly Ampersand on Crown),thorrnydevil,Sloooooooow,Very average food and the slowest service I've ever experienced. Give it a miss. Much better cafs around on Crown street,69,20,42,Sydney  New South Wales,January 4  2015,1
Ampersand on Crown Cafe Bar Bookstore,413 Crown St | Surry Hills Sydney New South Wales 2010 Australia (Formerly Ampersand on Crown),BRYOD,Isn't bad  isn't great.,I came here or lunch with a friend. There service was ok  but nothing to write home about. Most of the staff seemed disinterested. Interest must be too mainstream these days for hipsters to care. The food was pretty decent though. My friend and I both had the beef burgers and they were quite tasty and came with a side...   More,1,1,0,Stanmore  Sydney,January 4  2015,3
Ampersand on Crown Cafe Bar Bookstore,413 Crown St | Surry Hills Sydney New South Wales 2010 Australia (Formerly Ampersand on Crown),DaveB_150,Terrrrible,Sitting in the cafe as I write this... Croque Monsieur with double smoked leg ham  Dijon and Swiss cheese was served with Supermarket shaved ham  no Dijon. Half an hour wait on food when there were about ten other patrons. Juicer broken down. Had to ask a number of times for water.,10,11,6,Rozelle  Sydney,January 1  2015,1
Ampersand on Crown Cafe Bar Bookstore,413 Crown St | Surry Hills Sydney New South Wales 2010 Australia (Formerly Ampersand on Crown),Lauren W,All day breakfast for a reason,After discovering they had run out of the thing I actually wanted we then had to wait 30 min+ to get our food delivered. If you go here be prepared for a long wait Coffee was average  service was poor  won't be back & recommend you save yourself a trip,1,1,0,Sydney  New South Wales,December 29  2014,1
Ampersand on Crown Cafe Bar Bookstore,413 Crown St | Surry Hills Sydney New South Wales 2010 Australia (Formerly Ampersand on Crown),Russell S,Terrible - Avoid this place,The worst cafe I have ever been to. I would have preferred to go to Maccas Waited 20 mins for our table to be cleared and orders to be taken. This only happened because I had to go up and ask someone to help us. Our coffees came after 30mins  cold and disappointing. We never received our meals. I only...   More,93,33,70,Sydney  New South Wales,November 22  2014,1
Ampersand on Crown Cafe Bar Bookstore,413 Crown St | Surry Hills Sydney New South Wales 2010 Australia (Formerly Ampersand on Crown),Brian L,Never fails to disappoint,Why do I keep coming back here.......??? It's such a convenient location and could be so good but everything else is just a let down....slow  not very friendly staff  average food at best. I think I've been back 5 times  hoping it will get better as it's always busy  but alas....!,11,2,8,Sydney  New South Wales,October 5  2014,1
Ampersand on Crown Cafe Bar Bookstore,413 Crown St | Surry Hills Sydney New South Wales 2010 Australia (Formerly Ampersand on Crown),Fleur283,Good breakfast choice,Nice location for breakfast on Crown St with unusual items on the menu. Really busy on a Sunday morning so staff were a little rushed.,1,0,0,Sydney  New South Wales,September 28  2014,4
Ampersand on Crown Cafe Bar Bookstore,413 Crown St | Surry Hills Sydney New South Wales 2010 Australia (Formerly Ampersand on Crown),supertooth,Not impressed,We thought this would be a great little stop for Sunday breakfast (had originally stopped in at another cafe up the road but there was quite the line up waiting to get in). Did not leave a remarkable impression upon leaving. Coffee orders came out together but were luke warm. We then watched as the tables on either side of...   More,48,17,35,Sydney  New South Wales,August 17  2014,3
Ampersand on Crown Cafe Bar Bookstore,413 Crown St | Surry Hills Sydney New South Wales 2010 Australia (Formerly Ampersand on Crown),Kazziemaria,Great croque monsieur,Good choice for an easy breakfast or brunch. Great croque monsieur (haven't tried anything else) and coffee  sitting at one of the few tables outside is great on a sunny day and for people watching. Service can be a little patchy but in all it's one of the good places on Crown Street that haven't been overtaken by hipsters lining...   More,1,2,0,Newtown  Sydney,August 7  2014,4
Ampersand on Crown Cafe Bar Bookstore,413 Crown St | Surry Hills Sydney New South Wales 2010 Australia (Formerly Ampersand on Crown),brendanb76,Disappointing,Having spent the morning walking Surry Hills with its cool shops and cafes we sadly chose Ampersand to have lunch. From the outset the staff weren't helpful  bordering on rude. After sitting for 20 minutes  watching the staff stand around chatting to each other and twice getting up to make sure... read more,74,34,42,Nambour,October 10  2013,2
Ampersand on Crown Cafe Bar Bookstore,413 Crown St | Surry Hills Sydney New South Wales 2010 Australia (Formerly Ampersand on Crown),John W,Reviews can be deceiving,Having not seen the reviews for this caf  I went in without any expectations. Having now read them  I'm happy to say that my visit was enjoyable and worthy of a positive review. The caf doubles as a bookstore  and there is something altogether satisfying about having a coffee whilst surrounded by books. Food that morning consisted of the full...   More,159,73,118,Sydney  New South Wales,February 26  2014,4
Ampersand on Crown Cafe Bar Bookstore,413 Crown St | Surry Hills Sydney New South Wales 2010 Australia (Formerly Ampersand on Crown),Steve1982uk,YUMMY EGGS BENE,Was in Sydney for the Australia Day weekend and decided to have breaky at Ampersand after it was recommended  we were not disappointed  the food was fantastic but I would have to agree with some previous reviews that the service was a little tardy! With only a few people in the restaurant the girls serving took a long time to...   More,45,32,9,Stanmore  Sydney,January 30  2014,4
Ampersand on Crown Cafe Bar Bookstore,413 Crown St | Surry Hills Sydney New South Wales 2010 Australia (Formerly Ampersand on Crown),elias a,Shocking service.,This could be a great place - really relaxed atmosphere  well decorated etc. But the staff are obnoxious We ordered brunch and two coffees  and about 5 mins later another couple sat near us and did the same. They got their coffee and food well before we were served our food. The coffee never arrived. I asked two staff members...   More,196,101,151,Rozelle  Sydney,December 30  2013,1
Ampersand on Crown Cafe Bar Bookstore,413 Crown St | Surry Hills Sydney New South Wales 2010 Australia (Formerly Ampersand on Crown),Russell S,Worst service ever,I now wish that I had read the reviews here before I visited the place. The waiter (tall guy with black hair and attitude) was very rude. At first he banged the water bottle on the table and he did not apologise. He took the order (1 salad and 1 bagel) and we had to wait for 50 minutes before...   More,93,33,70,Sydney  New South Wales,December 24  2013,1
Ampersand on Crown Cafe Bar Bookstore,413 Crown St | Surry Hills Sydney New South Wales 2010 Australia (Formerly Ampersand on Crown),Surrylocal,Worst service ever,After sitting and waiting 20 minutes to order a coffee  I approached the bar only to be told by a young blond staff member that table service was available and I should sit down and the staff would come and take my order. So after another 20 minutes I approached the bar again. The lady apologised sarcastically "sorry  we're busy"...   More,2,0,0,Sydney  New South Wales,November 16  2013,1
Ampersand on Crown Cafe Bar Bookstore,413 Crown St | Surry Hills Sydney New South Wales 2010 Australia (Formerly Ampersand on Crown),peternichols,Rude staff,This place is decidedly the worst place in Surry Hills  since when does a very aggressive barista come out from behind the counter and try and give you a wrong order that has previously been brought out to you twice before. Demand to know who took your order and then proceed to tell you she doesn't need my attitude. On...   More,36,13,22,Sydney  New South Wales,November 15  2013,1
Ampersand on Crown Cafe Bar Bookstore,413 Crown St | Surry Hills Sydney New South Wales 2010 Australia (Formerly Ampersand on Crown),Deekayoz,Disappointing,Having spent the morning walking Surry Hills with its cool shops and cafes we sadly chose Ampersand to have lunch. From the outset the staff weren't helpful  bordering on rude. After sitting for 20 minutes  watching the staff stand around chatting to each other and twice getting up to make sure they knew we were there we eventually just about...   More,152,130,82,Sydney  New South Wales,October 10  2013,2
KFC,485 George St Sydney New South Wales 2000 Australia,Jeffsreview,Centrallay located but poor service,This KFC is centrally located but is poorly set out and like usual KFC fail dismally with their appalling service. However that applies to any of their stores  they are unfriendly  slow  appear disinterested and all KFC service staff need a good kick up the backside when it comes to learning how to... read more,34,16,18,Surfers Paradise  Australia,24 December 2015,2
