Organization,Address,Reviewer,Review Title,Review,Review Count,Helpful Count,Restaurant Count,Location,Rating Date,Rating
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Matthew S,yum,Great food  great service  excellent prices and a beautiful atmosphere. We ate gyoza  sushi and sashimi outside - priceless.,72,14,50,Sydney  New South Wales,September 19  2015,5
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Anna J,No food throwing,Dined for my wife's birthday and opted for the high end menu. It wasn't cheap but it was a special occasion. The sushi entree was Fresh and tasty and a perfect starter. Then came along our bbq chef who cooked us up some delicious treats  beef  prawns  fish  rise and veg. All were cooked with classic teppanyaki flair without any...   More,8,4,5,Sydney  New South Wales,September 17  2015,4
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Valerio C,Pros and cons but I wouldn't recommend,There was so show! No tepenyaki tricks or maneuvers. No flinging of food or catching things that I have experienced at every tepenyaki restaurant I have ever been to! I paid good money to be entertained not just eat. Our meals were around $70-$120 each and drinks were very expensive. The food was good don't get me wrong. The wagyu...   More,7,0,0,Sydney  New South Wales,September 12  2015,3
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Bruce W,Not suitable for gluten-free,I've been told that japanese cuisine is delicious here in Australia so I've decided to go to this restaturant also because my wife is allergic to gluten and they guaranteed to be able to cook for her as well. My menu was good as expected. That said  my wife just had some soya beans and little fish carpaccio as the...   More,3,2,0,Sydney  New South Wales,September 4  2015,2
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,traveller2506,Very disappointing,We went there as an early fathers day present and were extremely disappointed. There was no show as such that you usually experience with Teppanyaki  the drinks were crazy priced e.g $12 for a bottle of Asahi. At the end of the night the bill was presented and we asked for a taxi and were told just go out on...   More,39,21,16,Sydney  New South Wales,September 1  2015,2
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,StephtheFoodie,Average,We had a set menu and the food was average. Previously had excellent experiences at other Kobe Jones restaurants so was very disappointed. Service was very good.,3,2,3,Sydney  New South Wales,August 26  2015,3
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Susan R,Disappointing & very overpriced,Went here yesterday with my partner  to have a nice 11-course dinner  booked by a Groupon deal. The price seemed pretty grand for a Groupon deal $69 so we were looking forward to a wonderful night out with amazing food! We were greeted by two lovely ladies  one of them took us to 'our diner room'  where 10 other people...   More,46,20,30,Sydney  New South Wales,August 25  2015,2
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Kate F,Yum!,Successfully booked online ahead of time. Great food and service  a really enjoyable night out. A variety of rooms to cater for different sized groups. Would be fun to return with a group of friends.,11,5,5,Kent  United Kingdom,August 20  2015,4
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,whalemush,Traditional teppanyaki,If catching egg or having a bowl of rice to the face isn't your thing then the Rocks Teppanyaki is your go to teppan experience. We got a voucher with groupon for a great price and the dining experience was pleasant overall. The staff were friendly and our chef was highly skilled and... read more,35,27,5,Sydney  New South Wales,April 20  2015,3
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Frank P,traditional teppanyaki in an unusual setting delicious but expensive,this is in an unusual setting like one's own dining room as part of but separate from THE Shangri-La Sydney. it is just a few meters down the road from the hotel on the corner of Essex Street. The food and wine were excellent but expensive. The per person meal was$ 75 per person and the wine around $60 per...   More,3,6,0,Sydney  New South Wales,July 28  2015,4
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Ricardo F,Disappointing,After two previous visits  we were looking forward to another. We booked for 8 to celebrate a friends milestone birthday using Groupon. The retail value of the deal  according to Groupon  was $195/head. When we arrived  we were told that our reservation was at their other restaurant. We booked using the phone number on the voucher  but it seems that...   More,27,13,16,Sydney  New South Wales,July 27  2015,2
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Mmm M,11 Course Wagyu & Lobster Feast with Sake at The Rocks!,We got a scoopon for this teppanyaki and it was a very good deal. The lobster tail and Wagyu Beef where superb. The only issue during the winter will be window open. If the window is closed because the cold weather outside  the smoke will bounce back to you. Apart from that  it was spectacular!,108,44,24,Sydney  New South Wales,June 9  2015,5
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,TM266,Tasty but Noisy,We tried the 6 course "Autumn on the Rocks" degustation menu on a Friday night. Service was excellent as was the food. The first course consisted of the "Flaming Number One Special" which consisted of crab salad with avocado wrapped in Hiramasa kingfish and flamed on the teppan" - it was delicious. This was followed by the Parmesan scallop  calamari...   More,2,2,0,Sydney  New South Wales,May 29  2015,5
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,alysha4,Rocks tepanyaki that definitely doesn't rock!!!,So disappointed. Set menus very restricted and you can not change around at all. Not child friendly at all. Waited for an hour for service and then whole meal came within 1/2 hour!!! Was not a dining experience at all and food was quite flavourless. Asked them to call taxi at end and refused. Def wo't be going back again!,45,21,31,Sydney  New South Wales,May 4  2015,1
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Jay S,Yummy!,My partner and I went here for my birthday dinner. I have never been to a teppanyaki restaurant before so was excited to see what it had to offer. If you want a classic teppanyaki restaurant do not come here as this is definitely your fancy  high-end type of teppanyaki. The food is absolutely amazing though! We had a 6-7...   More,53,13,43,Sydney  New South Wales,April 21  2015,4
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,AudryAfrininta,Traditional teppanyaki,If catching egg or having a bowl of rice to the face isn't your thing then the Rocks Teppanyaki is your go to teppan experience. We got a voucher with groupon for a great price and the dining experience was pleasant overall. The staff were friendly and our chef was highly skilled and enthusiastic. The food was cooked nicely and...   More,2,1,0,Sydney  New South Wales,April 20  2015,3
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Peter B,Unfriendly service,I am very disappointed with the service. I have always thought that services in Australia will be great - friendly people and very accommodating. They won't let us share a meal until after I told them that my mother has a condition. They even took the sauce out of my mom's table. Did not enjoy it at all,25,10,0,Sydney  New South Wales,March 21  2015,1
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Grant T,Traditional Teppanyaki,If you come to this restaurant wanting the food throwing and the entertainment of the chef  you will be disappointed. Traditional Teppanyaki  excellent food  huge servings and moth watering seafood! Come here for the food  go to a Hawaiian Teppanyaki for the food throwing and entertainment.,280,107,81,sydney,March 10  2015,4
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,VinPirr,AVERAGE ... AVERAGE,you are in Australia   Sydney what do you expect . ..average .. if you have Teppanyaki in Asia before ... this will even be 2/10 type,1,2,0,Sydney  Australia,January 16  2015,3
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Vi N,extremely disappointing experience,It was very disappointing overall. Dined at this place on Friday  13 February 2015. I had read positive reviews of this restaurant being an award winning dining experience. Considering the price per person  I would have expected to receive exceptional food and service. We had to return 3 dishes to the chef  as they were not cook to our request....   More,1,0,0,Sydney  New South Wales,March 1  2015,1
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,running_horse88,Don't waste your time and money (with and without coupon).,We came at 8.45  we had to Wait for other people to come before we started... And that was at 9:30... Food was not cooked too well. Our seafood was overlooked (lobster and prawns). The only thing that we enjoyed was the sorbet.. Which was meant to clean our palate. The whole course was a big dissapointment. If you want...   More,15,6,10,Sydney  New South Wales,February 13  2015,2
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Peter J L,AVERAGE ... AVERAGE,you are in Australia   Sydney what do you expect . ..average .. if you have Teppanyaki in Asia before ... this will even be 2/10 type,4,2,3,Sydney  New South Wales,January 16  2015,3
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Peta B,Give this one a miss  do not waste your money,Everything that could be wrong about a RESTUARANT is summed up in this place. The food was overcooked and poor  no atmosphere  the service appalling  they just wanted to get us out. Do not expect any of the things you usually get at a proper Teppanyaki RESTUARANT. The place to take somebody you hate!,6,5,0,Sydney  New South Wales,January 5  2015,1
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Elias W,Fabulous,We bought a $79.00 Deal.com.au voucher. What a great buy. The food was fresh and fabulous. The staff were very polite and very helpful. Lobster  crab  beef yum. Definitely going back!!!!,2,5,0,Sydney  New South Wales,January 2  2015,5
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,CrazyShopper23,Wouldn't come again,Had a 8:30pm booking Arrived at 8:15 so we ordered drinks while we waited. They came at 8:50 We were seated at 9:20 No service for extra drinks while we waited Chef came at 9:50pm (not really acceptable for an 8:30 booking) Food was pretty good (not the best teppenyaki) but service was poor and almost non existent Seemed very...   More,76,21,41,Sydney  New South Wales,December 30  2014,1
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Jane K,Birthday dinner for international guests - fantastic!,We took some European visitors here for a birthday dinner this week. We purchased the 11 course Wagu special on Groupon for the 4 of us. It is a busy restaurant so would make sure you book your dinner in at lease a week in advance so you get the time you want. After starting with some drinks in the...   More,72,41,37,Sydney  New South Wales,December 29  2014,4
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Brian P,Stunning food,We were treated to this meal by my son and have never eaten anything like this before. We had no idea at all what to expect but we were offered so many courses! The first course was a really fresh scallop. The chef spent ages preparing and cooking some oil and seasoning and simply poured a little on the scallop...   More,18,14,10,Sydney  New South Wales,December 29  2014,5
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Faith W,Amateur night,The food was good but the service was poor. 20 minutes before the drink we asked for was served. The champagne on the wine list was not available. Did they have to go to the local store to get some? At the end of the evening they tried to substitute a creme brle for crepe suzette  presumably because the chef...   More,40,7,30,Sydney  New South Wales,December 23  2014,2
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Staceyonhols,Get a voucher,Firstly we were a party of three and we used Groupon vouchers. I am not sure what the menu is like or prices but I felt we had fairly good value for our money. I am not sure I would want to pay full price there. The 11 course wagyu and lobster meal was interesting - loved the crab with... read more,118,75,55,Sydney  New South Wales,October 4  2014,3
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,John T,Good food; minimal entertainment; small and dark restaurant,The food at Rock Teppanyaki was delicious. Fresh  tasty  and expertly prepared. The food is definitely the highlight!!! We got a voucher for an 11 course dinner. Without the voucher  I think it might have been a little too pricey for what you get. If you're after a theatrical teppanyaki experience  this isn't really for you - not much throwing...   More,41,20,19,Sydney  New South Wales,November 30  2014,4
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Alan S,Feast of Quality,We had the 11 course feast at the Rocks Teppanyaki and it was outstanding. There weren't any theatrical food movements sometimes associated with teppanyaki presentation but the dishes were expert;y prepared and packed with wonderful tastes and flavors. Well worth a visit,53,14,37,Sydney  New South Wales,November 14  2014,5
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,heylip,Quality Food,Great food cooked in front of you by skilled and friendly teppan chefs. The menu is varied and quality is excellent. Their Signature dish of Crab wrapped in Nori  lightly cooked on the Teppan plate and covered in a special (Hollandaise like) sauce finished off with a blow torch is a must. Drinks service was very slow as it looked...   More,3,2,0,Sydney  New South Wales,November 11  2014,4
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Danni L,Too rushed,We went as a group of four for an 11 course meal. At such high prices you would expect an atmosphere to match. While the food was ok  we felt very rushed. The dinner only lasted an hour and we were then asked to "pay on the way out"  Even unfinished drinks were collected as a sign that the sitting...   More,9,7,3,Sydney  New South Wales,October 25  2014,2
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Shanara1,Fantastic well worth it,GO GO GO GO GO honestly you will not be disappointed. Had a wonderful experience here and will go again.,137,62,80,Sydney  New South Wales,October 19  2014,4
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Geoff B,Get a voucher,Firstly we were a party of three and we used Groupon vouchers. I am not sure what the menu is like or prices but I felt we had fairly good value for our money. I am not sure I would want to pay full price there. The 11 course wagyu and lobster meal was interesting - loved the crab with...   More,106,62,79,Sydney  New South Wales,October 4  2014,3
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,FoxBear2000,Good food  Good Service and pleasant atmosphere,I recently tried out this restaurant with a group of work mates. As soon as we walked in the door of the restaurant we were acknowledged and offered a drink from the bar. Later  when all our group had arrived  we were taken upstairs to our table  which is a half moon design  and seated around a Japanese grill. Our...   More,14,5,9,Sydney  New South Wales,September 30  2014,4
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,ellanor10,must try the banquet,we tried the 11-Dish Lobster Tail and Wagyu Banquet with Hot Sake (AUD$160) and it was excellent. the best dishes were obviously the Lobster tail and wagyu beef  but the rest of the dishes were pretty good. It is located at the top of the hill so if you walking be prepared for a 100 meter step climb  but the...   More,32,22,8,Sydney  New South Wales,September 9  2014,5
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,RichReviews2014,worth booking,Food was fresh and delicious. Dining experience unique. Great menu options and price range. Walked away with a full stomach! Good wine and cocktail list. Great staff.,22,7,16,,September 9  2014,4
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Adelaide_girl_SA,Ok  but not outstanding,Attended with 11 guests on a groupon ticket. Nice experience but not spectacular. We were looking forward to the wagyu dish  but the taste was very flat.,118,36,42,Sydney,July 31  2014,3
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,George W,Traditional Teppanyaki. excellent food,Traditional Teppanyaki without the Australianised and Amercanised showmanship but if you want excellent food and service it is brilliant and we would return. We had a seafood option and the beef option and we shared. The chef explained each course and they were so fresh and tasty and we left very full. We booked ahead and were in a downstairs...   More,138,35,75,Sydney  New South Wales,August 30  2014,5
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Andrew G,Great food,Excellent Japanese presentation as you would expect and right in the Rocks precinct surrounded by bars and hotels. Slightly pricey but worth the experience,3,4,3,Sydney  New South Wales,August 16  2014,4
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,coshaw,Rocks You,This Restaurant is the pinnacle of Japanese culinary experiences  delivering authentic cuisine  in a traditional Japanese setting. The Restaurant offers an entertaining dining experience as the highly talented Teppanyaki Chefs show off their skills. The expertise and artistry of the chefs  combined with a service ethic that is second to none  have long been recognised as the key ingredients to...   More,76,28,34,Sydney  New South Wales,August 15  2014,5
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Robertvang,Traditional Japanese with great food and flavours in a delightful setting,Always impressive to be seated at a table with a group of Japanese people who are regulars at the restaurant. The experience was good  the service and explanation was very good  we were not rushed and indeed were last to leave. The balance of fish/meat and vegetarian choices was good and the chef made the evening with her show of...   More,13,9,3,Sydney  New South Wales,August 5  2014,4
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Armadillotraveller,Ok  but not outstanding,Attended with 11 guests on a groupon ticket. Nice experience but not spectacular. We were looking forward to the wagyu dish  but the taste was very flat.,3,3,3,Sydney  New South Wales,July 31  2014,3
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,pakaxx,Great food  lacks something,We were a group of six  who walked in from the shangri la hotel next door. We were accommodated but it seemed we were an unwelcome inconvenience. So would recommend booking. The waiting staff were void of emotion or enthusiasm for the task I'm hand  I was pretty much through my second course before I even got a drink even...   More,138,95,59,Sydney  New South Wales,July 27  2014,3
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Davidw57Sydney,Strange,We love teppanyaki with all the fun and showmanship typical of a night out at teppanyaki. This experience was somewhat different. It was a Monday night so ? if that made any difference. We ordered al a carte and not a set menu. The chef practically ignored us. Everyone else (around10 people) ordered a set menu and as soon as...   More,8,3,6,Sydney  New South Wales,July 27  2014,3
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,GourmandAus,Rocks Teppanyaki,We went there for our Anniversary on a half price voucher. It was very enjoyable - beautifully cooked and presented food. The cooking of the food was all the entertainment needed. Drinks were expensive and at full price it would have been excessively overpriced,101,49,51,Sydney  New South Wales,July 15  2014,4
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Glen W,Good food but lack of theatre,The food was fresh and tasty but lacked imagination with some significant deviations from Japanese cuisine. The service is a bit rough around the edges but still friendly and attentive. Being teppanyaki a bit of theatre was expected but ended up being more like watching a friend barbeque.,120,57,42,Sydney  New South Wales,July 15  2014,4
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Kate G,Lovely food. Average service. Unsanitary bathrooms,We went here last night for the first time. We had to wait a whole to be noticed at the reception and despite having booked a table had to wait again before being seated. The food was cooked beautifully. The starters were delicious. The prawn and calamari salad was lovely  the dressing was great... read more,2,4,0,Sydney  New South Wales,November 2  2013,3
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,vinker,Over priced and no atmosphere,We went last nite for a 13th birthday. Very disappointed. A long wait for food  chef really didn't make the evening a fun one  no interaction as usual with teppanyaki. No apple juice or orange juice available for children  seemed to have a lack of staff. Over $300 for 2 adults and 3 children for what was no more than...   More,218,140,51,Sydney  New South Wales,June 5  2014,2
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Zvra,Great Japanese food,This restaurant sitting next to the Shangri La is a must for Japanese food lovers. The atmosphere is homey and casual  the service great and the food is one of the best we ever had in a Japanese restaurant. And  at least for us important  the do not give you the cheap show by throwing food around. Overall a very...   More,7,4,4,Sydney  New South Wales,April 3  2014,5
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Brenda4730,Really fantastic!,Its gets busy at the weekend so be sure to make a reservation on the day - but its well worth it! Great service and DELICIOUS food!,100,54,26,Sydney  New South Wales,March 19  2014,5
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,DaniBlackmore,Tasty food and a wonderful experience,After reading recent reviews of this restaurant  we were very worried about having lunch at the Rocks Teppanyaki. However  we we had an absolutely excellent experience. When we arrived at noon  we were immediately taken to the table which we shared with two other very pleasant diners who come to the restaurant regularly. Our drink orders were filled quickly and...   More,2,0,0,Sydney  New South Wales,March 14  2014,5
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Pechfoodlover,Disapointed!,I was so excited about being taken there by our boss as we had eaten at "Rocks Teppanyaki" a few years ago and it was excellent. The first thing to note was the bathrooms are filthy! It was the first of many disappointing aspects to our night out. The quality of the food was good however the waiters  even though...   More,443,207,317,Sydney  New South Wales,February 17  2014,2
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Sonya T,Great foodie experience but toilets were really disgusting,I am not sure what message this restaurant is trying to send to patrons. When we arrived they didn't have our booking recorded but after some discussion allowed us to stay for dinner. We had a prepurchased voucher for a 11 course meal and the food was quite delicious and we were entertained by Umi who a cooked and served...   More,20,2,13,Sydney  New South Wales,January 20  2014,4
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Melanie B,Nice food good waiter but not so clean toilet,We got this voucher to enjoy meal on this restaurant for seafood and steak. The food is wonderful specially by the end we got crispy rice which my hubby live it. We also had their signature food it's some kinda crap meat wrap and top with special creamy rich sauce. The waiter service was wonderful the chef cook quite skilful but not much direct...   More,32,25,11,Sydney  New South Wales,January 14  2014,4
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,HelenNas,Very disappointing experience,We booked teppanyaki because we have three kids ages 8 11 12 and they love teppanyaki. We had to wait until 9.30 for sitting but we booked late on the same day so that was fair enough. The atmosphere was very somber. The food was nice but it was very expensive so I expected more than nice. There was none of the...   More,4,4,4,Sydney  New South Wales,December 13  2013,2
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Chris Z,Lovely food. Average service. Unsanitary bathrooms,We went here last night for the first time. We had to wait a whole to be noticed at the reception and despite having booked a table had to wait again before being seated. The food was cooked beautifully. The starters were delicious. The prawn and calamari salad was lovely  the dressing was great. We had the barramundi and wagu...   More,2,2,0,Sydney  Australia,November 2  2013,3
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Mak V,Good food  nice location,I came to this restaurant with somewhat high expectations  it's in a great location near the Shangri La. The entrance is like walking into someone's house! There are several dining rooms  each located around a big flat cooking surface. I'm not that easy being seated in close proximity to... read more,21,6,4,Canberra  Australian Capital Territory  Australia,February 22  2013,3
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,imday,Nice Teppanyaki restaurant at the rocks area,The service is excellent & the food is good  good location at the rock area. Nice atmosphere  it seems that we were having Teppanyaki in Japan. Though it is expensive but it cost the same for A fine dining in Sydney.,65,26,20,Sydney  New South Wales,September 4  2013,5
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,NeridaSydney,Won't be back,To keep it short. Pleasant atmosphere and staff.Poor food ( both in quality and volume) cooked with no flair by the chef and very expensive.,3,6,0,Sydney  New South Wales,April 5  2013,2
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,jrandsk,First time diners,Ate at this restaurant tonight for the first time courtesy of Living Social deal - normally $180 but paid $90. Food was good but given that we took 1&1/2 hours to cover the degustation menu it's a bit too expensive if you paid full price then add drinks on top. Would not go back.,443,254,192,Sydney  New South Wales,March 30  2013,2
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Andre B,Not as good as before  but still sensational food,Haven't been here for a couple of years and went with family this time. Previously I had dined upstairs in the large restaurant  but this time we were placed in a smaller room downstairs that sat eight people. The room wasn't at all impressive and there seemed to be "stuff" piled up on the floors and the room next door...   More,1,0,0,Sydney  New South Wales,March 17  2013,4
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Leda_London_007,Good food  nice location,I came to this restaurant with somewhat high expectations  it's in a great location near the Shangri La. The entrance is like walking into someone's house! There are several dining rooms  each located around a big flat cooking surface. I'm not that easy being seated in close proximity to complete strangers (!) and I feel they could have made a...   More,31,26,11,Sydney  New South Wales,February 22  2013,3
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,timchambola,Rocks Teppanyaki- does not rock!,We were looking so much forward to having our first 7-course meal at one of Kobe Jones Teppanyaki restaurants- and this one at the Rocks should be the best. But  it is a massive disappointment! The restaurant itself could do with a good clean-up  as the reception desk was very dusty and unorganized  not the best welcome. Then we were...   More,363,220,244,Sydney  New South Wales,February 14  2013,2
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,FootyMike,Yawnayaki!,Just to give a little context here: Tappanyaki is my favourite way to eat steak. The best Tappanyaki is in Taipei where it originates  we are told. My best Tappanyaki for food was in The Westin in Tokyo. The most enjoyable was the Hyatt Regency in Dubai. The whole point is great food with theatre. If there's no theatre and...   More,23,8,14,Sydney  New South Wales,February 3  2013,3
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,christine j,mmmmm not the best,Next to the Hotel it seemed ideal as I needed to eat  Arrived at 7.30pm with no booking  I was told they were full which is fine and asked to return at 8.30pm - so I popped in the pub round the corner (worth a visit) and arrived back at 8.25pm This place was never full in the first time...   More,5,1,0,Sydney  New South Wales,December 9  2012,2
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,kathrynRSydney,service and food very poor,Went to this restuarant with a friend last saturday night...booking was for 8.30pm  did not get seated until 9pm and food was not served until 9.30pm..they seemed to be extremely disorganised..teppanyaki is suppose to be a fun experience but this was a disaster ..bad service + very ordinary food + extremely expensive = a terrible experience..don't go there it cost...   More,4,5,0,Sydney  New South Wales,November 17  2012,1
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Sandra L,Bought it on voucher but not worth full price,Went on a voucher deal..our cook had no show man ship but the chef opposite seemed more jovial did.. the crab roll dish was cold even after being on the grill so wondering if it had been frozen?? The Wagyu was very tough and chewy..The sashimi was very fresh although only 3 thin pieces... the... read more,69,28,44,Sydney  Australia,October 12  2012,3
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,NewcastleFilmmaker,Bought it on voucher but not worth full price,Went on a voucher deal..our cook had no show man ship but the chef opposite seemed more jovial did.. the crab roll dish was cold even after being on the grill so wondering if it had been frozen?? The Wagyu was very tough and chewy..The sashimi was very fresh although only 3 thin pieces... the lobster was tender though could...   More,86,86,44,Sydney  New South Wales,October 12  2012,3
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Hans D,Great food,lovely old fashioned building and 5 star food on the Tepp - bit expensive for some tastes but really great special occasion venue.,11,1,11,Sydney  New South Wales,September 24  2012,5
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,THESHONKOFTONK,Classy  good quality ingredients  awesome spectacle  but a bit pricey!,First time doing Teppanyaki  didn't know what to expect  but we had a great time! The food was fresh and top-notch quality  the chefs were friendly and put on an awesome show and the decor was classy. My only issue was the price  but I guess a lot of it goes towards the song and dance that the chefs put...   More,99,57,37,Sydney  New South Wales,September 4  2012,4
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,840VictoriaS,$300+ for myself and my partner and left hungry.,Food was good  service was okay but all in all not worth it. My partner had the standard meal and I had the upgrade which was basically double the price. I would have been much better getting two of the standard. There was no showmanship at all  so I guess the only thing this place has going for it is...   More,16,27,4,Sydney  New South Wales,August 25  2012,3
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,dorothyma,disappointing,at the prices they charge we would have expected edible steaks. The staff were charming but food very disappointing,41,36,3,Sydney  New South Wales,August 14  2012,2
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,scorpioshanghai,Overpriced  very ordinary,We went her for our one year anniversary so we wanted a very special experience  Waited so long to be seated although we had a booking  staff was very disinterested and rude  when we finally ate food was very ordinary  a couple of dishes we couldnt even eat as it was obviously not fresh  for a very expensive restaurant we...   More,268,174,135,Sydney  New South Wales,July 12  2012,1
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Velma2,Total disappointment,As a self confessed foodie and frequent diner  having teppanyaki has always been one of my favourite dining experiences & I was always of the opinion that its hard to go wrong with a teppanyaki meal - as long as you have the hot plate  the sauces & fresh food. This restaurant proved me wrong. Our meal (Kani Crab set)...   More,59,15,37,Sydney  New South Wales,June 22  2012,1
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,charisma007,An average teppanyki,Average food and average service  not a lot else to say really! Strange location in an old house. Pleasant enough staff  and the food tasted ok but nothing to write home about - I've had better teppanyaki's in Sydney.,52,64,35,Sydney  New South Wales,May 5  2012,3
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,sydney888,as usual unsurpassed professionalism,loved everything for the upteenth time.there is never anything i dislike with this place,73,41,53,Sydney  New South Wales,April 28  2012,5
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Livetotravelsa,Overpriced,Quality of food was disappointing  except for the lobster which was fabulous. Would definitely not go back.,13,6,8,Johannesburg  South Africa,March 24  2012,3
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,Eric H,Overpriced,Quality of food was disappointing  except for the lobster which was fabulous. Would definitely not go back.,118,25,73,Sydney  New South Wales,March 24  2012,3
Rocks Teppanyaki,176 Cumberland St Sydney New South Wales 2000 Australia,plugga_syd,Great Teppanyaki Place ^^,Been to this teppanyaki more than 6 times now. Never fails to surprise you. However most of the Chefs are not Japanese.. but the food is amazing ^^,50,43,24,Sydney  New South Wales,March 3  2012,5
